iter	RMSE
318	0.004975880596
319	0.004972658339
320	0.004967200076
321	0.00496533325
322	0.004959226201
323	0.004956068557
324	0.004951159516
325	0.004945437256
326	0.004937766161
327	0.004930903431
328	0.00492403624
329	0.004921819264
330	0.004916644353
331	0.004909830009
332	0.004904802025
333	0.004897246494
334	0.004893413171
335	0.004887652304
336	0.004885320104
337	0.004877343926
338	0.004869451045
339	0.004866617031
340	0.004857662244
341	0.00485483495
342	0.004849771674
343	0.004843542326
344	0.004840893779
345	0.004834341933
346	0.004825340044
347	0.00482149859
348	0.004818781274
349	0.004815208823
350	0.004809128751
351	0.004806283557
352	0.004802771413
353	0.004798411245
354	0.004792266447
355	0.004784318233
356	0.004782183208
357	0.004777490096
358	0.004771878857
359	0.004767253959
360	0.004763950308
361	0.004756241683
362	0.004748602133
363	0.004741716438
364	0.004736392883
365	0.004732703984
366	0.004726452087
367	0.004720567554
368	0.00471562901
369	0.004709155142
370	0.004705818228
371	0.004702198434
372	0.004696705293
373	0.004691849744
374	0.004680989436
375	0.004677878797
376	0.004672226151
377	0.00467031937
378	0.004668602358
379	0.00466469253
380	0.004662684705
381	0.004656843051
382	0.004651861092
383	0.00464016506
384	0.004638344087
385	0.00463591903
386	0.004630228596
387	0.004625906138
388	0.004623243342
389	0.004615273649
390	0.00461244784
391	0.004610905867
392	0.004605229235
393	0.00459901413
394	0.004592784154
395	0.004588810953
396	0.004582806947
397	0.004577292288
398	0.004574684126
399	0.004570833544
400	0.004567371629
401	0.004561830108
402	0.004559643398
403	0.004555165026
404	0.004549210833
405	0.004546615547
406	0.004544541707
407	0.004539577615
408	0.004534624034
409	0.004530436142
410	0.004525863822
411	0.004519185
412	0.004516422442
413	0.00451209315
414	0.004506502777
415	0.004503744306
416	0.004500534293
417	0.004495056734
418	0.004491537813
419	0.004488444662
420	0.004486832753
421	0.004482538214
422	0.004480008905
423	0.00447645787
424	0.00446764063
425	0.004465493203
426	0.004462382933
427	0.0044572152
428	0.004452047957
429	0.004448494972
430	0.004444049534
431	0.004437103465
432	0.004435056127
433	0.004428695832
434	0.00442326523
435	0.004416757759
436	0.004414330781
437	0.004409638601
438	0.004407980019
439	0.004400634284
440	0.004395455832
441	0.004391498211
442	0.004386679188
443	0.004382126331
444	0.004374440795
445	0.004369724855
446	0.004365417637
447	0.004360415127
448	0.004355206599
449	0.004350952285
450	0.004349620113
451	0.004344903266
452	0.004339907837
453	0.004336341926
454	0.004333079454
455	0.004330153189
456	0.004327897965
457	0.004322435921
458	0.004319036994
459	0.004316369813
460	0.004309695784
461	0.004306446575
462	0.004302241966
463	0.004297619711
464	0.004293502177
465	0.004290414992
466	0.004286945679
467	0.004282214474
468	0.00427565946
469	0.00427271527
470	0.00426884954
471	0.004266892216
472	0.004261987068
473	0.004260128612
474	0.004257005228
475	0.004255626472
476	0.004254623514
477	0.004251493331
478	0.004249651549
479	0.004244976904
480	0.004239844643
481	0.004238023914
482	0.004235889572
483	0.004232544155
484	0.004228676202
485	0.004226079331
486	0.004221049247
487	0.004218389936
488	0.004214679623
489	0.004211490457
490	0.004207029407
491	0.004204528256
492	0.004198861549
493	0.004192085861
494	0.00418768669
495	0.004185041713
496	0.00417944442
497	0.004173141695
498	0.004171337198
499	0.004170433765
500	0.004163376848
501	0.004158990202
502	0.004156872902
503	0.004154083992
504	0.004151072025
505	0.004147723482
506	0.004143840236
507	0.004137238599
508	0.004133159613
509	0.004128974549
510	0.004126093275
511	0.0041237534
512	0.00412194518
513	0.004120664843
514	0.004116443945
515	0.004111439676
516	0.004107614444
517	0.004105349093
518	0.004100231625
519	0.004098215105
520	0.004094702437
521	0.004093462748
522	0.004089736229
523	0.004086993298
524	0.004080299232
525	0.004077640275
526	0.004073983154
527	0.004072425119
528	0.004068598905
529	0.004067336019
530	0.004064182573
531	0.004060137127
532	0.004057089719
533	0.004054896195
534	0.004053565842
535	0.004049978306
536	0.004045091586
537	0.004041224733
538	0.004036458256
539	0.004031808019
540	0.004027012231
541	0.004024161658
542	0.004020580728
543	0.004014684162
544	0.004011331939
545	0.004006676773
546	0.004004321241
547	0.004000790743
548	0.003992687753
549	0.003989402154
550	0.003986128616
551	0.003981468518
552	0.003979042607
553	0.003976069844
554	0.003972431576
555	0.00397098127
556	0.003967260529
557	0.003963772537
558	0.0039604774
559	0.003957738391
560	0.003954213019
561	0.003952089056
562	0.003950032377
563	0.003947563785
564	0.003943552152
565	0.003939090963
566	0.003933873733
567	0.003930718635
568	0.003927849377
569	0.003924812093
570	0.003918132271
571	0.003915126655
572	0.003911744117
573	0.003909182606
574	0.003905553633
575	0.003901076135
576	0.003896123032
577	0.003892017713
578	0.003889671619
579	0.003886425655
580	0.003882542952
581	0.003878842549
582	0.00387543876
583	0.003872157105
584	0.003868420176
585	0.003865039462
586	0.003863349275
587	0.0038625003
588	0.003859162189
589	0.003854447618
590	0.00385160916
591	0.003850217652
592	0.003847502574
593	0.003845183727
594	0.003839867012
595	0.003836652294
596	0.003834314039
597	0.003832494551
598	0.003829963057
599	0.003825930589
600	0.003823190582
601	0.003819839983
602	0.003816980229
603	0.003813772182
604	0.003811815207
605	0.003808707505
606	0.003804224225
607	0.003800375173
608	0.003796930688
609	0.003795882473
610	0.003792783653
611	0.003790722235
612	0.003785131267
613	0.003782830409
614	0.003778517486
615	0.003774920484
616	0.003769447249
617	0.003765691988
618	0.003763239562
619	0.003762568067
620	0.003760210285
621	0.003756791548
622	0.003754740923
623	0.003751840814
624	0.003749016575
625	0.003745667252
626	0.003742837665
627	0.003739806369
628	0.003736829012
629	0.003733140405
630	0.003730554047
631	0.003729101056
632	0.003726397932
633	0.00372364893
634	0.003718920129
635	0.003715910214
636	0.003711237045
637	0.003708264964
638	0.003705530268
639	0.00370279806
640	0.003700113748
641	0.003696268888
642	0.003694656328
643	0.003692345602
644	0.003691668364
645	0.003688918232
646	0.003683991981
647	0.003682189015
648	0.003681168399
649	0.003676814702
650	0.003674216584
651	0.003671913586
652	0.003669946878
653	0.003667837467
654	0.003666073665
655	0.003663773944
656	0.003660755971
657	0.003657877798
658	0.003655242996
659	0.003651487273
660	0.003649065316
661	0.003647248729
662	0.003645612344
663	0.003644182484
664	0.00364303786
665	0.003640662632
666	0.003638622129
667	0.003635214828
668	0.00363404616
669	0.003633366106
670	0.00363219762
671	0.003629305267
672	0.003626667985
673	0.003624178756
674	0.003623105342
675	0.00362083043
676	0.003619941297
677	0.003617015634
678	0.003613022977
679	0.003610819394
680	0.003607765608
681	0.003605158554
682	0.003603919984
683	0.003602203032
684	0.00359934456
685	0.003596978477
686	0.003595324105
687	0.003592867578
688	0.003591260745
689	0.003589320038
690	0.003587149951
691	0.003584293932
692	0.003580650127
693	0.003579895333
694	0.003577344877
695	0.003574882488
696	0.003572796768
697	0.003570234605
698	0.003568970218
699	0.003567219078
700	0.003566239439
701	0.003563111489
702	0.003560991627
703	0.003560093197
704	0.00355740681
705	0.003552445422
706	0.003551679032
707	0.003550033958
708	0.003548858788
709	0.003547632662
710	0.003545585447
711	0.003543812473
712	0.003542133109
713	0.003538100993
714	0.003536080266
715	0.003533806741
716	0.003532143084
717	0.003528358384
718	0.003526206076
719	0.003522782378
720	0.003522422464
721	0.003519462559
722	0.003515702177
723	0.00351436561
724	0.003511788988
725	0.00350953663
726	0.003506986549
727	0.003504878481
728	0.003503585831
729	0.003502910873
730	0.003502187791
731	0.003499323231
732	0.003498011706
733	0.003496123266
734	0.003494192091
735	0.003493043296
736	0.003492925706
737	0.003490313853
738	0.003487638095
739	0.003485534208
740	0.003484161153
741	0.003482106537
742	0.003479787597
743	0.003478276732
744	0.003477117976
745	0.003476802448
746	0.003471572206
747	0.003469984742
748	0.003469380167
749	0.003467375884
750	0.003466721143
751	0.003466001248
752	0.003461811536
753	0.003460913716
754	0.003458176154
755	0.003456379568
756	0.003454492345
757	0.003452228875
758	0.003450092181
759	0.003447985027
760	0.003447082538
761	0.003445164615
762	0.003442237834
763	0.003441510123
764	0.00343931311
765	0.003436528998
766	0.003433527716
767	0.003431242384
768	0.003430341726
769	0.003425904617
770	0.003420933934
771	0.003419628517
772	0.003417696058
773	0.003416514759
774	0.003414896043
775	0.003413485944
776	0.003410847654
777	0.003408118315
778	0.003407516044
779	0.003404173228
780	0.00340225293
781	0.003399735088
782	0.003398452008
783	0.003396587757
784	0.003395045042
785	0.00339270401
786	0.003391523035
787	0.003387960212
788	0.003384471775
789	0.003382880525
790	0.003381381335
791	0.003380452658
792	0.003378488669
793	0.003376550261
794	0.003376042064
795	0.003373979016
796	0.003373186305
797	0.003372228868
798	0.003371216667
799	0.003369085595
800	0.003367667203
801	0.003366217393
802	0.003362772011
803	0.0033612244
804	0.003358804668
805	0.003357098257
806	0.00335685128
807	0.003356073292
808	0.003354304649
809	0.003352406916
810	0.003351198953
811	0.003348110438
812	0.003346599919
813	0.003344870894
814	0.00334209444
815	0.003340949041
816	0.003339336391
817	0.003336641026
818	0.003335165883
819	0.003332509018
820	0.003331954471
821	0.003331229209
822	0.003329335229
823	0.003328130987
824	0.003326610854
825	0.003325057859
826	0.003323161571
827	0.003319864981
828	0.003317372697
829	0.003315428554
830	0.003313561069
831	0.003308913903
832	0.003306397686
833	0.003304945094
834	0.003303313538
835	0.003301934491
836	0.003299937943
837	0.003299452644
838	0.003298458842
839	0.003296352802
840	0.003294627569
841	0.003289414772
842	0.003287862202
843	0.003286565945
844	0.003283915468
845	0.003282357658
846	0.003280448902
847	0.003277080346
848	0.003276274703
849	0.003275045787
850	0.003272597117
851	0.003271487358
852	0.003269065727
853	0.003266442958
854	0.003262226385
855	0.003260303206
856	0.003258429759
857	0.003256545476
858	0.003254335893
859	0.003253195635
860	0.003250524739
861	0.003245223066
862	0.00324420507
863	0.003243977499
864	0.003242556651
865	0.003241377257
866	0.003238976739
867	0.003235519607
868	0.00323475589
869	0.003231667055
870	0.003226699442
871	0.003225564017
872	0.003223567245
873	0.003220479977
874	0.003219707658
875	0.003215598673
876	0.003213816928
877	0.003212372558
878	0.003207755138
879	0.00320733036
880	0.003206614508
881	0.003205452023
882	0.003202353791
883	0.003201238858
884	0.003199224573
885	0.003197739514
886	0.003195779763
887	0.003194464906
888	0.003192294776
889	0.003190582807
890	0.003189608907
891	0.003188349131
892	0.003186167567
893	0.003184464571
894	0.003182770346
895	0.003181336645
896	0.00317870538
897	0.003177951272
898	0.003176945481
899	0.003174247766
900	0.003172717469
901	0.003170480223
902	0.0031688302
903	0.003168404343
904	0.003167944761
905	0.003166266568
906	0.003164081906
907	0.003163439291
908	0.003162471953
909	0.003160721825
910	0.003159480064
911	0.003158821046
912	0.003156645956
913	0.003155601954
914	0.003153452579
915	0.003152829051
916	0.003151745381
917	0.003147401991
918	0.003143195542
919	0.003141542416
920	0.003140433823
921	0.00313855931
922	0.003134715102
923	0.00313124311
924	0.003130733325
925	0.003129593892
926	0.003128983584
927	0.003128629598
928	0.003125713499
929	0.003124670166
930	0.003121669927
931	0.00312123022
932	0.00312077355
933	0.003118725763
934	0.003116567617
935	0.003115072775
936	0.003112499818
937	0.003111680519
938	0.003110596082
939	0.003108967409
940	0.003107357842
941	0.003105170732
942	0.003101374809
943	0.00309988057
944	0.003097849768
945	0.003096099451
946	0.003095663816
947	0.003094396486
948	0.003093437362
949	0.003089767424
950	0.003088721742
951	0.003087163267
952	0.003086006267
953	0.003084665656
954	0.003083698945
955	0.003082042563
956	0.003078832403
957	0.003077178207
958	0.003075787944
959	0.003075400399
960	0.003072830354
961	0.003071129117
962	0.003069138837
963	0.003068526192
964	0.00306698791
965	0.003065567175
966	0.003064229952
967	0.003063409618
968	0.003062347434
969	0.003059078391
970	0.003057421008
971	0.003056670378
972	0.003056363233
973	0.003055796483
974	0.003052732791
975	0.003051662952
976	0.003049554179
977	0.003046849346
978	0.00304487546
979	0.003044236556
980	0.00304061781
981	0.003039821573
982	0.003037689939
983	0.003036928777
984	0.003036016248
985	0.003035269226
986	0.003032527722
987	0.003030831535
988	0.00302944985
989	0.003029136161
990	0.00302640143
991	0.003025851491
992	0.003024357806
993	0.003021526889
994	0.00302057431
995	0.003020164544
996	0.003018936772
997	0.003017656162
998	0.003016092487
999	0.003014591396
